bg2010gj,bg2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G17003102518005,170312518005,G1700310251800,17031251800,1,1,1,1,1,1,1,1
G17003102519001,170312519001,G1700310251900,17031251900,1,1,1,1,1,1,1,1
G17003102519002,170312519002,G1700310251900,17031251900,1,1,1,1,1,1,1,1
G17003102519003,170312519003,G1700310251900,17031251900,1,1,1,1,1,1,1,1
G17003102519004,170312519004,G1700310251900,17031251900,1,1,1,1,1,1,1,1
G17003102520001,170312520001,G1700310252000,17031252000,1,1,1,1,1,1,1,1
G17003102520002,170312520002,G1700310252000,17031252000,1,1,1,1,1,1,1,1
G17003102520003,170312520003,G1700310252000,17031252000,1,1,1,1,1,1,1,1
G17003102520004,170312520004,G1700310252000,17031252000,1,1,1,1,1,1,1,1
G17003102521011,170312521011,G1700310252101,17031252101,0.9972593296,1,1,1,1,1,1,1
G17003102521011,170312521011,G1700310252102,17031252102,0.0027406704,0,0,0,0,0,0,0
G17003102521021,170312521021,G1700310252102,17031252102,1,1,1,1,1,1,1,1
G17003102521022,170312521022,G1700310252102,17031252102,1,1,1,1,1,1,1,1
G17003102521023,170312521023,G1700310252102,17031252102,1,1,1,1,1,1,1,1
G17003102521024,170312521024,G1700310252102,17031252102,1,1,1,1,1,1,1,1
G17003102522011,170312522011,G1700310252201,17031252201,1,1,1,1,1,1,1,1
G17003102522012,170312522012,G1700310252201,17031252201,1,1,1,1,1,1,1,1
G17003102522013,170312522013,G1700310252201,17031252201,1,1,1,1,1,1,1,1
G17003102522021,170312522021,G1700310252202,17031252202,1,1,1,1,1,1,1,1
G17003102522022,170312522022,G1700310252202,17031252202,1,1,1,1,1,1,1,1
G17003102522023,170312522023,G1700310252202,17031252202,1,1,1,1,1,1,1,1
G17003102522024,170312522024,G1700310252202,17031252202,1,1,1,1,1,1,1,1
G17003102522025,170312522025,G1700310252202,17031252202,1,1,1,1,1,1,1,1
G17003102601001,170312601001,G1700310260100,17031260100,1,1,1,1,1,1,1,1
G17003102602001,170312602001,G1700310260200,17031260200,1,1,1,1,1,1,1,1
G17003102603001,170312603001,G1700310260300,17031260300,1,1,1,1,1,1,1,1
G17003102604001,170312604001,G1700310260400,17031260400,1,1,1,1,1,1,1,1
G17003102605001,170312605001,G1700310260500,17031260500,1,1,1,1,1,1,1,1
G17003102606001,170312606001,G1700310260600,17031260600,1,1,1,1,1,1,1,1
G17003102606002,170312606002,G1700310260500,17031260500,0.0025483128,0,0,0,0,0,0,0
G17003102606002,170312606002,G1700310260600,17031260600,0.9974516872,1,1,1,1,1,1,1
G17003102607001,170312607001,G1700310260700,17031260700,1,1,1,1,1,1,1,1
G17003102607002,170312607002,G1700310260700,17031260700,1,1,1,1,1,1,1,1
G17003102608001,170312608001,G1700310260800,17031260800,1,1,1,1,1,1,1,1
G17003102608002,170312608002,G1700310260800,17031260800,1,1,1,1,1,1,1,1
G17003102609001,170312609001,G1700310260900,17031260900,1,1,1,1,1,1,1,1
G17003102609002,170312609002,G1700310260900,17031260900,1,1,1,1,1,1,1,1
G17003102610001,170312610001,G1700310261000,17031261000,1,1,1,1,1,1,1,1
G17003102610002,170312610002,G1700310261000,17031261000,1,1,1,1,1,1,1,1
G17003102705001,170312705001,G1700310270500,17031270500,1,1,1,1,1,1,1,1
G17003102712001,170312712001,G1700310271200,17031271200,1,1,1,1,1,1,1,1
G17003102713001,170312713001,G1700310271300,17031271300,1,1,1,1,1,1,1,1
G17003102714001,170312714001,G1700310271400,17031271400,1,1,1,1,1,1,1,1
G17003102715001,170312715001,G1700310271500,17031271500,1,1,1,1,1,1,1,1
G17003102718001,170312718001,G1700310271800,17031271800,1,1,1,1,1,1,1,1
G17003102801001,170312801001,G1700310280100,17031280100,0.9997191098,1,1,1,1,1,1,1
G17003102801001,170312801001,G1700310281900,17031281900,0.0002808902,0,0,0,0,0,0,0
G17003102801002,170312801002,G1700310280100,17031280100,1,1,1,1,1,1,1,1
G17003102804001,170312804001,G1700310280400,17031280400,1,1,1,1,1,1,1,1
G17003102808001,170312808001,G1700310280800,17031280800,1,1,1,1,1,1,1,1
G17003102809001,170312809001,G1700310280900,17031280900,1,1,1,1,1,1,1,1
G17003102819001,170312819001,G1700310281900,17031281900,1,1,1,1,1,1,1,1
G17003102819002,170312819002,G1700310281900,17031281900,1,1,1,1,1,1,1,1
G17003102819003,170312819003,G1700310280100,17031280100,0.0024165363,0,0,0,0,0,0,0
G17003102819003,170312819003,G1700310281900,17031281900,0.9975834637,1,1,1,1,1,1,1
G17003102827001,170312827001,G1700310282700,17031282700,1,1,1,1,1,1,1,1
G17003102827002,170312827002,G1700310282700,17031282700,1,1,1,1,1,1,1,1
G17003102828001,170312828001,G1700310282800,17031282800,1,1,1,1,1,1,1,1
G17003102831001,170312831001,G1700310283100,17031283100,1,1,1,1,1,1,1,1
G17003102831002,170312831002,G1700310283100,17031283100,1,1,1,1,1,1,1,1
G17003102832001,170312832001,G1700310283200,17031283200,1,1,1,1,1,1,1,1
G17003102838001,170312838001,G1700310283800,17031283800,1,1,1,1,1,1,1,1
G17003102838002,170312838002,G1700310283800,17031283800,1,1,1,1,1,1,1,1
G17003102909001,170312909001,G1700310290900,17031290900,1,1,1,1,1,1,1,1
G17003102909002,170312909002,G1700310290900,17031290900,1,1,1,1,1,1,1,1
G17003102909003,170312909003,G1700310290900,17031290900,1,1,1,1,1,1,1,1
G17003102909004,170312909004,G1700310290900,17031290900,1,1,1,1,1,1,1,1
G17003102912001,170312912001,G1700310291200,17031291200,1,1,1,1,1,1,1,1
G17003102912002,170312912002,G1700310291200,17031291200,1,1,1,1,1,1,1,1
G17003102916001,170312916001,G1700310291600,17031291600,1,1,1,1,1,1,1,1
G17003102922001,170312922001,G1700310292200,17031292200,0.9791485814,0.9930955121,0.9948805461,0.9948453608,0.9963768116,0.9972826087,1,0.9952380952
G17003102922001,170312922001,G1700310844700,17031844700,0.0208514186,0.0069044879,0.0051194539,0.0051546392,0.0036231884,0.0027173913,0,0.0047619048
G17003102922002,170312922002,G1700310292200,17031292200,0.9949359428,1,1,1,1,1,1,1
G17003102922002,170312922002,G1700310844700,17031844700,0.0050640572,0,0,0,0,0,0,0
G17003102922003,170312922003,G1700310292200,17031292200,1,1,1,1,1,1,1,1
G17003102924001,170312924001,G1700310292400,17031292400,1,1,1,1,1,1,1,1
G17003102924002,170312924002,G1700310292400,17031292400,1,1,1,1,1,1,1,1
G17003102925001,170312925001,G1700310292500,17031292500,1,1,1,1,1,1,1,1
G17003102925002,170312925002,G1700310292500,17031292500,1,1,1,1,1,1,1,1
G17003102925003,170312925003,G1700310292500,17031292500,1,1,1,1,1,1,1,1
G17003102925004,170312925004,G1700310292500,17031292500,1,1,1,1,1,1,1,1
G17003103005001,170313005001,G1700310300500,17031300500,1,1,1,1,1,1,1,1
G17003103005002,170313005002,G1700310300500,17031300500,1,1,1,1,1,1,1,1
G17003103006001,170313006001,G1700310300600,17031300600,1,1,1,1,1,1,1,1
G17003103006002,170313006002,G1700310300600,17031300600,1,1,1,1,1,1,1,1
G17003103007001,170313007001,G1700310300700,17031300700,1,1,1,1,1,1,1,1
G17003103007002,170313007002,G1700310300700,17031300700,1,1,1,1,1,1,1,1
G17003103007003,170313007003,G1700310300700,17031300700,1,1,1,1,1,1,1,1
G17003103008001,170313008001,G1700310300800,17031300800,1,1,1,1,1,1,1,1
G17003103008002,170313008002,G1700310300800,17031300800,1,1,1,1,1,1,1,1
G17003103009001,170313009001,G1700310300900,17031300900,1,1,1,1,1,1,1,1
G17003103009002,170313009002,G1700310300900,17031300900,1,1,1,1,1,1,1,1
G17003103009003,170313009003,G1700310300900,17031300900,1,1,1,1,1,1,1,1
G17003103011001,170313011001,G1700310301100,17031301100,1,1,1,1,1,1,1,1
G17003103011002,170313011002,G1700310301100,17031301100,0.9923731552,1,1,1,1,1,1,1
G17003103011002,170313011002,G1700310843500,17031843500,0.0076268448,0,0,0,0,0,0,0
G17003103012001,170313012001,G1700310301200,17031301200,1,1,1,1,1,1,1,1
G17003103012002,170313012002,G1700310301200,17031301200,1,1,1,1,1,1,1,1
G17003103012003,170313012003,G1700310301200,17031301200,1,1,1,1,1,1,1,1
G17003103016001,170313016001,G1700310301600,17031301600,1,1,1,1,1,1,1,1
G17003103016002,170313016002,G1700310301600,17031301600,1,1,1,1,1,1,1,1
G17003103017011,170313017011,G1700310301701,17031301701,1,1,1,1,1,1,1,1
G17003103017012,170313017012,G1700310301701,17031301701,1,1,1,1,1,1,1,1
G17003103017013,170313017013,G1700310301701,17031301701,1,1,1,1,1,1,1,1
G17003103017021,170313017021,G1700310301702,17031301702,1,1,1,1,1,1,1,1
G17003103017022,170313017022,G1700310301702,17031301702,1,1,1,1,1,1,1,1
G17003103017023,170313017023,G1700310301702,17031301702,1,1,1,1,1,1,1,1
G17003103018011,170313018011,G1700310301801,17031301801,1,1,1,1,1,1,1,1
G17003103018012,170313018012,G1700310301801,17031301801,1,1,1,1,1,1,1,1
G17003103018021,170313018021,G1700310301802,17031301802,1,1,1,1,1,1,1,1
G17003103018022,170313018022,G1700310301802,17031301802,1,1,1,1,1,1,1,1
G17003103018023,170313018023,G1700310301802,17031301802,1,1,1,1,1,1,1,1
G17003103018031,170313018031,G1700310301803,17031301803,1,1,1,1,1,1,1,1
G17003103018032,170313018032,G1700310301803,17031301803,1,1,1,1,1,1,1,1
G17003103018033,170313018033,G1700310301803,17031301803,1,1,1,1,1,1,1,1
G17003103102001,170313102001,G1700310310200,17031310200,1,1,1,1,1,1,1,1
G17003103102002,170313102002,G1700310310200,17031310200,1,1,1,1,1,1,1,1
G17003103103001,170313103001,G1700310310300,17031310300,1,1,1,1,1,1,1,1
G17003103104001,170313104001,G1700310310400,17031310400,1,1,1,1,1,1,1,1
G17003103105001,170313105001,G1700310310500,17031310500,0.9949618452,1,1,1,1,1,1,1
G17003103105001,170313105001,G1700310310600,17031310600,0.0050381548,0,0,0,0,0,0,0
G17003103106001,170313106001,G1700310310600,17031310600,1,1,1,1,1,1,1,1
G17003103106002,170313106002,G1700310310600,17031310600,1,1,1,1,1,1,1,1
G17003103106003,170313106003,G1700310310600,17031310600,1,1,1,1,1,1,1,1
G17003103107001,170313107001,G1700310310700,17031310700,1,1,1,1,1,1,1,1
G17003103108001,170313108001,G1700310310800,17031310800,1,1,1,1,1,1,1,1
G17003103108002,170313108002,G1700310310800,17031310800,1,1,1,1,1,1,1,1
G17003103108003,170313108003,G1700310310800,17031310800,1,1,1,1,1,1,1,1
G17003103109001,170313109001,G1700310310900,17031310900,1,1,1,1,1,1,1,1
G17003103109002,170313109002,G1700310310900,17031310900,1,1,1,1,1,1,1,1
G17003103109003,170313109003,G1700310310900,17031310900,1,1,1,1,1,1,1,1
G17003103201001,170313201001,G1700310320101,17031320101,0.4664492254,0.6679920477,0.6634649591,0.7356495468,0.7401528513,0.7040583675,0.7962003454,0.620626151
G17003103201001,170313201001,G1700310320102,17031320102,0.5335507746,0.3320079523,0.3365350409,0.2643504532,0.2598471487,0.2959416325,0.2037996546,0.379373849
G17003103201002,170313201002,G1700310320102,17031320102,1,1,1,1,1,1,1,1
G17003103201003,170313201003,G1700310320101,17031320101,1,1,1,1,1,1,1,1
G17003103201004,170313201004,G1700310320101,17031320101,1,1,1,1,1,1,1,1
G17003103204001,170313204001,G1700310320102,17031320102,0.002733379,0,0,0,0,0,0,0
G17003103204001,170313204001,G1700310320400,17031320400,0.997266621,1,1,1,1,1,1,1
G17003103206001,170313206001,G1700310320600,17031320600,1,1,1,1,1,1,1,1
G17003103206002,170313206002,G1700310320600,17031320600,1,1,1,1,1,1,1,1
G17003103301001,170313301001,G1700310330102,17031330102,1,1,1,1,1,1,1,1
G17003103301002,170313301002,G1700310330102,17031330102,0.0013397976,0.0002075779,0.0001977324,0.0002299098,0.0002183973,0.0002245218,0.0002292195,0.0002005655
G17003103301002,170313301002,G1700310330103,17031330103,0.9986602024,0.9997924221,0.9998022676,0.9997700902,0.9997816027,0.9997754782,0.9997707805,0.9997994345
G17003103301003,170313301003,G1700310330101,17031330101,0.2131223509,0.3153231411,0.3092507645,0.3991769547,0.2812939522,0.2977582846,0.3504647348,0.207995365
G17003103301003,170313301003,G1700310330102,17031330102,0.7862659565,0.6838902425,0.6899559536,0.6001243162,0.7178569594,0.6999892336,0.6484264292,0.7914307947
G17003103301003,170313301003,G1700310330103,17031330103,0.0006116926,0.0007866164,0.0007932818,0.000698729,0.0008490885,0.0022524818,0.001108836,0.0005738403
G17003103301004,170313301004,G1700310330101,17031330101,0.9031019044,0.3506412261,0.3820354665,0.3410958904,0.3561088593,0.4044032445,0.5866084425,0.2038461538
G17003103301004,170313301004,G1700310330103,17031330103,0.0944269065,0.6493587739,0.6179645335,0.6589041096,0.6438911407,0.5955967555,0.4133915575,0.7961538462
G17003103301004,170313301004,G1700310841000,17031841000,0.002471189,0,0,0,0,0,0,0
G17003103302001,170313302001,G1700310330200,17031330200,1,1,1,1,1,1,1,1
G17003103302002,170313302002,G1700310330200,17031330200,1,1,1,1,1,1,1,1
G17003103403001,170313403001,G1700310340300,17031340300,1,1,1,1,1,1,1,1
G17003103404001,170313404001,G1700310340400,17031340400,1,1,1,1,1,1,1,1
G17003103405001,170313405001,G1700310340500,17031340500,1,1,1,1,1,1,1,1
G17003103406001,170313406001,G1700310340600,17031340600,1,1,1,1,1,1,1,1
G17003103501001,170313501001,G1700310350100,17031350100,1,1,1,1,1,1,1,1
G17003103501002,170313501002,G1700310350100,17031350100,1,1,1,1,1,1,1,1
G17003103504001,170313504001,G1700310350400,17031350400,1,1,1,1,1,1,1,1
G17003103510001,170313510001,G1700310351000,17031351000,1,1,1,1,1,1,1,1
G17003103510002,170313510002,G1700310351000,17031351000,1,1,1,1,1,1,1,1
G17003103510003,170313510003,G1700310351000,17031351000,1,1,1,1,1,1,1,1
G17003103511001,170313511001,G1700310351100,17031351100,1,1,1,1,1,1,1,1
G17003103511002,170313511002,G1700310351100,17031351100,1,1,1,1,1,1,1,1
G17003103511003,170313511003,G1700310351100,17031351100,1,1,1,1,1,1,1,1
G17003103514001,170313514001,G1700310351400,17031351400,1,1,1,1,1,1,1,1
G17003103515001,170313515001,G1700310351500,17031351500,1,1,1,1,1,1,1,1
G17003103515002,170313515002,G1700310351500,17031351500,1,1,1,1,1,1,1,1
G17003103602001,170313602001,G1700310360200,17031360200,1,1,1,1,1,1,1,1
G17003103801001,170313801001,G1700310380100,17031380100,1,1,1,1,1,1,1,1
G17003103802001,170313802001,G1700310380200,17031380200,1,1,1,1,1,1,1,1
G17003103802002,170313802002,G1700310380200,17031380200,1,1,1,1,1,1,1,1
G17003103805001,170313805001,G1700310380600,17031380600,1,1,1,1,1,1,1,1
G17003103807001,170313807001,G1700310844600,17031844600,1,1,1,1,1,1,1,1
G17003103812001,170313812001,G1700310381200,17031381200,1,1,1,1,1,1,1,1
G17003103812002,170313812002,G1700310381200,17031381200,1,1,1,1,1,1,1,1
G17003103814001,170313814001,G1700310381400,17031381400,1,1,1,1,1,1,1,1
G17003103815001,170313815001,G1700310381500,17031381500,1,1,1,1,1,1,1,1
G17003103817001,170313817001,G1700310381700,17031381700,1,1,1,1,1,1,1,1
G17003103818001,170313818001,G1700310381800,17031381800,1,1,1,1,1,1,1,1
G17003103818002,170313818002,G1700310381800,17031381800,1,1,1,1,1,1,1,1
G17003103819001,170313819001,G1700310381900,17031381900,1,1,1,1,1,1,1,1
G17003103819002,170313819002,G1700310381900,17031381900,1,1,1,1,1,1,1,1
G17003103901001,170313901001,G1700310390100,17031390100,1,1,1,1,1,1,1,1
G17003103902001,170313902001,G1700310390200,17031390200,1,1,1,1,1,1,1,1
G17003103902002,170313902002,G1700310390200,17031390200,1,1,1,1,1,1,1,1
G17003103903001,170313903001,G1700310390300,17031390300,1,1,1,1,1,1,1,1
G17003103903002,170313903002,G1700310390300,17031390300,1,1,1,1,1,1,1,1
G17003103904001,170313904001,G1700310390400,17031390400,1,1,1,1,1,1,1,1
G17003103904002,170313904002,G1700310390400,17031390400,1,1,1,1,1,1,1,1
G17003103905001,170313905001,G1700310390500,17031390500,1,1,1,1,1,1,1,1
G17003103906001,170313906001,G1700310390600,17031390600,1,1,1,1,1,1,1,1
G17003103906002,170313906002,G1700310390600,17031390600,1,1,1,1,1,1,1,1
G17003103907001,170313907001,G1700310390700,17031390700,1,1,1,1,1,1,1,1
G17003103907002,170313907002,G1700310390700,17031390700,1,1,1,1,1,1,1,1
G17003103907003,170313907003,G1700310390700,17031390700,1,1,1,1,1,1,1,1
G17003104003001,170314003001,G1700310400300,17031400300,1,1,1,1,1,1,1,1
G17003104004001,170314004001,G1700310400400,17031400400,1,1,1,1,1,1,1,1
G17003104004002,170314004002,G1700310400400,17031400400,1,1,1,1,1,1,1,1
G17003104005001,170314005001,G1700310400500,17031400500,1,1,1,1,1,1,1,1
G17003104005002,170314005002,G1700310400500,17031400500,1,1,1,1,1,1,1,1
G17003104008001,170314008001,G1700310400800,17031400800,1,1,1,1,1,1,1,1
G17003104008002,170314008002,G1700310400800,17031400800,1,1,1,1,1,1,1,1
G17003104101001,170314101001,G1700310410100,17031410100,1,1,1,1,1,1,1,1
G17003104101002,170314101002,G1700310410100,17031410100,1,1,1,1,1,1,1,1
G17003104102001,170314102001,G1700310410200,17031410200,1,1,1,1,1,1,1,1
G17003104105001,170314105001,G1700310410500,17031410500,1,1,1,1,1,1,1,1
G17003104105002,170314105002,G1700310410500,17031410500,1,1,1,1,1,1,1,1
G17003104106001,170314106001,G1700310410600,17031410600,1,1,1,1,1,1,1,1
G17003104106002,170314106002,G1700310410600,17031410600,1,1,1,1,1,1,1,1
G17003104107001,170314107001,G1700310410700,17031410700,1,1,1,1,1,1,1,1
G17003104108001,170314108001,G1700310410800,17031410800,1,1,1,1,1,1,1,1
G17003104108002,170314108002,G1700310410800,17031410800,1,1,1,1,1,1,1,1
G17003104109001,170314109001,G1700310410900,17031410900,1,1,1,1,1,1,1,1
G17003104109002,170314109002,G1700310410900,17031410900,1,1,1,1,1,1,1,1
G17003104109003,170314109003,G1700310410900,17031410900,1,1,1,1,1,1,1,1
G17003104110001,170314110001,G1700310411000,17031411000,1,1,1,1,1,1,1,1
G17003104110002,170314110002,G1700310411000,17031411000,1,1,1,1,1,1,1,1
G17003104110003,170314110003,G1700310411000,17031411000,0.9997490605,0.9890393295,0.9884745763,1,0.9928825623,0.9863731656,1,0.9884393064
G17003104110003,170314110003,G1700310411100,17031411100,0.0002509395,0.0109606705,0.0115254237,0,0.0071174377,0.0136268344,0,0.0115606936
G17003104111001,170314111001,G1700310411100,17031411100,1,1,1,1,1,1,1,1
G17003104111002,170314111002,G1700310411100,17031411100,1,1,1,1,1,1,1,1
G17003104112001,170314112001,G1700310411200,17031411200,1,1,1,1,1,1,1,1
G17003104112002,170314112002,G1700310411200,17031411200,1,1,1,1,1,1,1,1
G17003104201001,170314201001,G1700310420100,17031420100,1,1,1,1,1,1,1,1
G17003104202001,170314202001,G1700310420200,17031420200,1,1,1,1,1,1,1,1
G17003104203001,170314203001,G1700310420300,17031420300,1,1,1,1,1,1,1,1
G17003104204001,170314204001,G1700310420400,17031420400,1,1,1,1,1,1,1,1
G17003104205001,170314205001,G1700310420500,17031420500,1,1,1,1,1,1,1,1
G17003104205002,170314205002,G1700310420500,17031420500,1,1,1,1,1,1,1,1
G17003104206001,170314206001,G1700310420600,17031420600,1,1,1,1,1,1,1,1
G17003104206002,170314206002,G1700310420600,17031420600,1,1,1,1,1,1,1,1
G17003104207001,170314207001,G1700310420700,17031420700,1,1,1,1,1,1,1,1
G17003104207002,170314207002,G1700310420700,17031420700,1,1,1,1,1,1,1,1
G17003104207003,170314207003,G1700310420700,17031420700,1,1,1,1,1,1,1,1
G17003104207004,170314207004,G1700310420700,17031420700,1,1,1,1,1,1,1,1
G17003104207005,170314207005,G1700310420700,17031420700,1,1,1,1,1,1,1,1
G17003104208001,170314208001,G1700310420800,17031420800,1,1,1,1,1,1,1,1
G17003104208002,170314208002,G1700310420800,17031420800,1,1,1,1,1,1,1,1
G17003104212001,170314212001,G1700310421200,17031421200,1,1,1,1,1,1,1,1
G17003104212002,170314212002,G1700310421200,17031421200,1,1,1,1,1,1,1,1
G17003104301011,170314301011,G1700310430101,17031430101,1,1,1,1,1,1,1,1
G17003104301012,170314301012,G1700310430101,17031430101,1,1,1,1,1,1,1,1
G17003104301013,170314301013,G1700310430101,17031430101,1,1,1,1,1,1,1,1
G17003104301014,170314301014,G1700310430101,17031430101,1,1,1,1,1,1,1,1
G17003104301021,170314301021,G1700310430102,17031430102,1,1,1,1,1,1,1,1
G17003104301022,170314301022,G1700310430102,17031430102,1,1,1,1,1,1,1,1
G17003104301023,170314301023,G1700310430102,17031430102,1,1,1,1,1,1,1,1
G17003104302001,170314302001,G1700310430200,17031430200,1,1,1,1,1,1,1,1
G17003104302002,170314302002,G1700310430200,17031430200,1,1,1,1,1,1,1,1
G17003104302003,170314302003,G1700310430200,17031430200,1,1,1,1,1,1,1,1
G17003104302004,170314302004,G1700310430200,17031430200,1,1,1,1,1,1,1,1
G17003104302005,170314302005,G1700310430200,17031430200,1,1,1,1,1,1,1,1
G17003104303001,170314303001,G1700310430300,17031430300,1,1,1,1,1,1,1,1
